,title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link
49,Python Programming: 3 Books in 1: The Complete Beginner’s Guide to Learning the Most Popular Programming Language,"['by ', 'Dylan Penny']",$23.99,330 pages,4.1 out of 5 stars,45 ratings,['\n            \n              62%\n            \n          '],['\n            \n              18%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              3%\n            \n          '],['\n            \n              12%\n            \n          '],8 x 0.75 x 10 inches,1.46 pounds,English,"Independently published (January 22, 2021)", 979-8598955789,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02488712O8KILTD4L5JJ&url=%2FPython-Programming-Complete-Beginners-Learning%2Fdp%2FB08TRLB4SD%2Fref%3Dsr_1_35_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-35-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf
50,Python Coding for Kids Ages 10+: A Descriptive and Fun Guide to introduce Python Programming,"['by ', 'Usama Makda', ' and ', 'Taimoor Bamazai']", $9.99 ,113 pages,4.5 out of 5 stars,26 ratings,['\n            \n              80%\n            \n          '],['\n            \n              9%\n            \n          '],['\n            \n              5%\n            \n          '],['\n            \n              5%\n            \n          '],[],8 x 0.26 x 10 inches,11 ounces,English,"Independently published (March 17, 2022)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A061615330POSF88EJHN1&url=%2FPython-Coding-Kids-Ages-Descriptive%2Fdp%2FB09VZ9R749%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-33-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf
51,Python in a Nutshell: A Desktop Quick Reference,"['by ', 'Alex Martelli', ', ', 'Anna Ravenscroft', ', et al.']",$79.99,600 pages,,,[],[],[],[],[],,1.11 pounds,English,"O'Reilly Media; 4th edition (January 31, 2023)", 978-1098113551,/Python-Nutshell-Desktop-Quick-Reference/dp/1098113551/ref=sr_1_102?keywords=python&qid=1663459274&sr=8-102
52,"Python: 3 books in 1- Your complete guide to python programming with Python for Beginners, Python Data Analysis and Python Machine Learning (Programming Languages for Beginners)",[' '],$24.95,472 pages,4.7 out of 5 stars,119 ratings,['\n            \n              82%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              1%\n            \n          '],6 x 1.07 x 9 inches,1.63 pounds,English,"Independently published (February 4, 2022)", 979-8410695930,/Python-programming-Beginners-Programming-Languages/dp/B09RLRHNGS/ref=sr_1_101?keywords=python&qid=1663459274&sr=8-101
53,"Data Science Projects with Python: A case study approach to gaining valuable insights from real data with machine learning, 2nd Edition","['by ', 'Stephen Klosterman']",$36.99,432 pages,4.6 out of 5 stars,52 ratings,['\n            \n              79%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              5%\n            \n          '],[],7.5 x 0.98 x 9.25 inches,1.63 pounds,English,"Packt Publishing; 2nd ed. edition (July 29, 2021)", 978-1800564480,/Data-Science-Projects-Python-approach/dp/1800564481/ref=sr_1_100?keywords=python&qid=1663459274&sr=8-100
54,Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"['by ', 'Ted Hart-Davis', ' and ', 'Guy Hart-Davis']",$30.00,304 pages,,,[],[],[],[],[],7.3 x 0.9 x 9.2 inches,1.35 pounds,English,"Wiley; 1st edition (September 7, 2022)", 978-1119860259,/Teach-Yourself-VISUALLY-Python-Tech/dp/1119860253/ref=sr_1_99?keywords=python&qid=1663459274&sr=8-99
55,Learn Coding Basics in Hours with Python,"['by ', 'The Tech Academy', ', ', 'Jack C. Stanley', ', et al.']", $3.99 ,108 pages,4.5 out of 5 stars,298 ratings,['\n            \n              71%\n            \n          '],['\n            \n              17%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              4%\n            \n          '],['\n            \n              1%\n            \n          '],8.5 x 0.25 x 11 inches,8.8 ounces,English,"Jack Stanley (November 17, 2017)",,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02762032SVQWEGE5S7CX&url=%2FLearn-Coding-Basics-Hours-Python%2Fdp%2F0997326476%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-34-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf
56,"Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming (Python, Python 3, Python Tutorial)","['by ', 'Jason Cannon']",,164 pages,4.5 out of 5 stars,976 ratings,['\n            \n              72%\n            \n          '],['\n            \n              15%\n            \n          '],['\n            \n              8%\n            \n          '],['\n            \n              2%\n            \n          '],['\n            \n              2%\n            \n          '],,,English,,,/Python-Programming-Beginners-Introduction-Computer-ebook/dp/B00N4IQRD4/ref=sr_1_97?keywords=python&qid=1663459274&sr=8-97
57,Advanced Python Scripting for ArcGIS Pro,"['by ', 'Paul A. Zandbergen']",$40.99,290 pages,4.4 out of 5 stars,41 ratings,['\n            \n              70%\n            \n          '],['\n            \n              13%\n            \n          '],['\n            \n              10%\n            \n          '],['\n            \n              6%\n            \n          '],[],8 x 0.75 x 9.75 inches,1.75 pounds,English,"Esri Press; 1st edition (July 14, 2020)", 978-1589486188,/Advanced-Python-Scripting-ArcGIS-Pro/dp/1589486188/ref=sr_1_96?keywords=python&qid=1663459274&sr=8-96
58,"Infrastructure as Code, Patterns and Practices: With examples in Python and Terraform","['by ', 'Rosemary Wang']",$56.99,400 pages,4.8 out of 5 stars,5 ratings,['\n            \n              75%\n            \n          '],['\n            \n              25%\n            \n          '],[],[],[],7.38 x 1.1 x 9.25 inches,1.37 pounds,English,"Manning (August 30, 2022)", 978-1617298295,/Patterns-Practices-Infrastructure-Code-Terraform/dp/1617298298/ref=sr_1_98?keywords=python&qid=1663459274&sr=8-98
59,Applied Computational Thinking with Python: Design algorithmic solutions for complex and challenging real-world problems,"['by ', 'Sofía De Jesús', ' and ', 'Dayrene Martinez']",,420 pages,4.7 out of 5 stars,22 ratings,['\n            \n              87%\n            \n          '],['\n            \n              7%\n            \n          '],['\n            \n              7%\n            \n          '],[],[],,,English,"Packt Publishing; 1st edition (November 27, 2020)",,/Applied-Computational-Thinking-Python-algorithmic-ebook/dp/B08L5GPPR2/ref=sr_1_95?keywords=python&qid=1663459274&sr=8-95
